id,TARGET
1,130947.295861952
2,733770.6492770016
3,846313.0660194159
4,416278.7091608718
5,509508.19748811424
6,197536.13991520554
7,192207.43628439307
8,279266.40447190776
9,558702.4856697842
10,201720.2185356915
11,986452.6270542592
12,484588.75498918444
13,443199.5477462858
14,497557.9380837418
15,5150027.358530514
16,246940.39265935868
17,566546.3772673793
18,421473.0910716206
19,557674.0065269545
20,486142.55059568584
21,489755.0766207278
22,433103.32949110493
23,198014.31412868947
24,1011328.6882629544
25,572116.7640375309
26,850754.3429723531
27,153408.72765243053
28,692766.1204894334
29,205386.36504353583
30,217121.578360416
31,685638.5563915595
32,519769.4963343963
33,5150027.358530514
34,905508.6344215684
35,595031.2801907584
36,2678187.405281365
37,230048.1575801
38,153179.25228230283
39,860111.8346265405
40,434394.083214052
41,200918.34734547138
42,656755.6464193389
43,282049.53340715915
44,534194.5152607039
45,629861.8995596096
46,50173.96640317887
47,235617.1387760006
48,334990.7432756126
49,183685.50476381928
50,207999.486412175
51,758398.5161323994
52,615656.1201777756
53,887253.1178936437
54,1130481.7776911706
55,451325.67932163924
56,724128.5185665339
57,622794.6274667755
58,3846383.4547512606
59,358875.2934409678
60,217477.3691770658
61,358325.10462354124
62,621302.1208309233
63,212863.43620910496
64,903158.8568435945
65,492351.10985762626
66,170954.77196532115
67,440713.4974274263
68,626113.3527827486
69,297264.35498770326
70,701305.1667562276
71,309840.6591478959
72,211031.75697108358
73,340729.48411902785
74,230132.6563262716
75,45601.93211695179
76,831505.0570587218
77,813194.0554770604
78,354987.8903584853
79,883266.6860315837
80,507272.37739307433
81,498180.4858154766
82,231236.98296368122
83,327913.97781541944
84,933832.6365388632
85,511997.9983221926
86,703108.3147367015
87,244453.28353682905
88,565163.5273584947
89,322049.55632088333
90,115010.7570617199
91,558381.8877109699
92,198076.7013457939
93,532740.1413245834
94,1113736.7128864005
95,326815.7839480303
96,476431.5830503702
97,303103.10148985684
98,514900.0987878889
99,664161.8089491576
100,254040.00352627411
101,1160670.0026708134
102,760514.3155655861
103,381332.21274884045
104,279080.1790613383
105,1525854.9741820693
106,1032943.423486013
107,253331.5626436025
108,478253.03395592794
109,644524.427744627
110,335664.2791907601
111,3904584.794278525
112,776812.5114517882
113,496557.11719878763
114,268140.8271795139
115,827902.536685504
116,1054027.778969042
117,1247980.5075752735
118,532593.2101015374
119,540031.7856038138
120,587628.7160265297
121,573530.2144420147
122,594958.7664057538
123,770555.5551677719
124,643814.4537643418
125,551681.7674869001
126,184471.60403198004
127,451852.31064165384
128,442250.5379466638
129,137955.4680863954
130,423664.72659987956
131,2476549.966138676
132,643559.3266473114
133,110437.15543371439
134,750023.0392209962
135,693651.2789419666
136,640735.9031443
137,245810.73867114633
138,1294658.5453557074
139,519606.36710108817
140,1347735.3197868653
141,280103.3827004358
142,251681.71494751424
143,442250.5379466638
144,73640.08896854147
145,419544.21094269305
146,-33518.67893516272
147,691542.8866824172
148,670134.896984756
149,878160.8090855554
150,106155.28838797659
151,623343.8494006544
152,358762.0114299059
153,178396.26364931837
154,828132.1853852049
155,169029.52687493712
156,315151.20026923716
157,449785.15118507296
158,181871.14037826285
159,551681.7674869001
160,268803.9620381892
161,477280.70710113645
162,806884.8924960159
163,627749.1266350895
164,156426.12040133774
165,70797.56864384934
